Orléat;63265;Orléatois;26,43;2 157 (2017);82;CC entre Dore et Allier;
Peschadoires;63276;Pescadoriens;20,67;2 132 (2017);103;CC entre Dore et Allier;
Ravel;63296;Ravellois;10,03;727 (2017);72;CC entre Dore et Allier;
Saint-Jean-d'Heurs;63364;;11,13;659 (2017);59;CC entre Dore et Allier;
Seychalles;63420;Seychallois;9,21;785 (2017);85;CC entre Dore et Allier;
Vinzelles;63461;Vinzellois;13,46;351 (2017);26;CC entre Dore et Allier;
Manzat;63206;Manzatois;39,06;1 371 (2017);35;CC Combrailles Sioule et Morge;
Les Ancizes-Comps;63004;Ancizois;21,2;1 610 (2017);76;CC Combrailles Sioule et Morge;
Beauregard-Vendon;63035;Beauregardais;7,33;1 194 (2017);163;CC Combrailles Sioule et Morge;
Blot-l'Église;63043;Blotaires;25,29;421 (2017);17;CC Combrailles Sioule et Morge;
Champs;63082;;15,13;399 (2017);26;CC Combrailles Sioule et Morge;
Charbonnières-les-Vieilles;63093;;32,62;1 075 (2017);33;CC Combrailles Sioule et Morge;
Châteauneuf-les-Bains;63100;Castelneuvois;16,92;316 (2017);19;CC Combrailles Sioule et Morge;
Combronde;63116;Combrondais;18;2 206 (2017);123;CC Combrailles Sioule et Morge;
Davayat;63135;Davayères;2,33;610 (2017);262;CC Combrailles Sioule et Morge;
Gimeaux;63167;Gimeaudaires;2,19;401 (2017);183;CC Combrailles Sioule et Morge;
Jozerand;63181;;10,76;554 (2017);51;CC Combrailles Sioule et Morge;
Lisseuil;63197;;6,88;122 (2017);18;CC Combrailles Sioule et Morge;
Loubeyrat;63198;Boiratoux;23,93;1 342 (2017);56;CC Combrailles Sioule et Morge;
Marcillat;63208;Marcillatois;11,76;284 (2017);24;CC Combrailles Sioule et Morge;
Montcel;63235;Montcellois;9,43;504 (2017);53;CC Combrailles Sioule et Morge;
Pouzol;63286;Pouzolais;13,93;276 (2017);20;CC Combrailles Sioule et Morge;
Prompsat;63288;Prompsadaires;4,23;429 (2017);101;CC Combrailles Sioule et Morge;
Queuille;63294;Queuillants;10,03;276 (2017);28;CC Combrailles Sioule et Morge;
Saint-Angel;63318;;17,89;427 (2017);24;CC Combrailles Sioule et Morge;
Saint-Gal-sur-Sioule;63344;Saint-Galois;9,52;135 (2017);14;CC Combrailles Sioule et Morge;
Saint-Georges-de-Mons;63349;;34,15;1 955 (2017);57;CC Combrailles Sioule et Morge;
Saint-Hilaire-la-Croix;63358;;16,21;348 (2017);21;CC Combrailles Sioule et Morge;
Saint-Myon;63379;;5,51;485 (2017);88;CC Combrailles Sioule et Morge;
Saint-Pardoux;63382;Saint-Pardousiens;15,99;404 (2017);25;CC Combrailles Sioule et Morge;
Saint-Quintin-sur-Sioule;63390;Saint-Quintinois;14,32;381 (2017);27;CC Combrailles Sioule et Morge;
Saint-Rémy-de-Blot;63391;;15,22;230 (2017);15;CC Combrailles Sioule et Morge;
Teilhède;63427;Teilhédaires;11,82;457 (2017);39;CC Combrailles Sioule et Morge;
Vitrac;63464;;13,23;349 (2017);26;CC Combrailles Sioule et Morge;
Yssac-la-Tourette;63473;Touretaires;2,14;384 (2017);179;CC Combrailles Sioule et Morge;
Saint-Éloy-les-Mines;63338;Éloysiens;22,11;3 709 (2017);168;CC du Pays de Saint-Éloy;
Ars-les-Favets;63011;Arsois;14,6;225 (2017);15;CC du Pays de Saint-Éloy;
Ayat-sur-Sioule;63025;Ayatois;14,2;145 (2017);10;CC du Pays de Saint-Éloy;
Biollet;63041;Biolletois;23,46;329 (2017);14;CC du Pays de Saint-Éloy;
Bussières;63060;;13,84;92 (2017);6,6;CC du Pays de Saint-Éloy;
Buxières-sous-Montaigut;63062;;10,88;237 (2017);22;CC du Pays de Saint-Éloy;
La Cellette;63067;;10,99;169 (2017);15;CC du Pays de Saint-Éloy;
Charensat;63094;;46,68;506 (2017);11;CC du Pays de Saint-Éloy;
Château-sur-Cher;63101;Castelneuviens;11,87;74 (2017);6,2;CC du Pays de Saint-Éloy;
La Crouzille;63130;Crouzillots;18,6;262 (2017);14;CC du Pays de Saint-Éloy;
Durmignat;63140;Durmignatois;12,36;205 (2017);17;CC du Pays de Saint-Éloy;
Espinasse;63152;Espinassois;23,95;294 (2017);12;CC du Pays de Saint-Éloy;
Gouttières;63171;;25,63;342 (2017);13;CC du Pays de Saint-Éloy;
Lapeyrouse;63187;;36,14;551 (2017);15;CC du Pays de Saint-Éloy;
Menat;63223;Menatois;20,31;547 (2017);27;CC du Pays de Saint-Éloy;
Montaigut;63233;Montacutains;8,18;987 (2017);121;CC du Pays de Saint-Éloy;
Moureuille;63243;Moureuillois;16,83;363 (2017);22;CC du Pays de Saint-Éloy;
Neuf-Église;63251;;14,94;291 (2017);19;CC du Pays de Saint-Éloy;
Pionsat;63281;Pionsatois;24,68;1 087 (2017);44;CC du Pays de Saint-Éloy;
Le Quartier;63293;Quartiérauds;23,37;214 (2017);9,2;CC du Pays de Saint-Éloy;
Roche-d'Agoux;63304;;5,56;105 (2017);19;CC du Pays de Saint-Éloy;
Sainte-Christine;63329;;12,78;126 (2017);9,9;CC du Pays de Saint-Éloy;
Saint-Gervais-d'Auvergne;63354;Gervaisiens;47,35;1 340 (2017);28;CC du Pays de Saint-Éloy;
Saint-Hilaire;63360;;17,63;161 (2017);9,1;CC du Pays de Saint-Éloy;
Saint-Julien-la-Geneste;63369;Genestois;11,97;121 (2017);10;CC du Pays de Saint-Éloy;
Saint-Maigner;63373;Saint-Maignats;18,97;190 (2017);10;CC du Pays de Saint-Éloy;
Saint-Maurice-près-Pionsat;63377;Saint-Mauriçois;30,88;371 (2017);12;CC du Pays de Saint-Éloy;
Saint-Priest-des-Champs;63388;Saint-Priestois;45,09;702 (2017);16;CC du Pays de Saint-Éloy;
Sauret-Besserve;63408;;10,33;164 (2017);16;CC du Pays de Saint-Éloy;
Servant;63419;Servantais;26,56;531 (2017);20;CC du Pays de Saint-Éloy;
Teilhet;63428;;18,81;289 (2017);15;CC du Pays de Saint-Éloy;
Vergheas;63447;;7,45;62 (2017);8,3;CC du Pays de Saint-Éloy;
Virlet;63462;Virletois;17,37;272 (2017);16;CC du Pays de Saint-Éloy;
Youx;63471;Vagurods;19,13;915 (2017);48;CC du Pays de Saint-Éloy;
Pontaumur;63283;Pontaumurois;13,81;645 (2017);47;CC Chavanon Combrailles et Volcans;
Bourg-Lastic;63048;Bourcagnauds;40,46;877 (2017);22;CC Chavanon Combrailles et Volcans;
Briffons;63053;;40,32;269 (2017);6,7;CC Chavanon Combrailles et Volcans;
Bromont-Lamothe;63055;Bromontois;38,07;976 (2017);26;CC Chavanon Combrailles et Volcans;
La Celle;63064;;15,85;84 (2017);5,3;CC Chavanon Combrailles et Volcans;
Chapdes-Beaufort;63085;Chapdères;31,79;1 100 (2017);35;CC Chavanon Combrailles et Volcans;
Cisternes-la-Forêt;63110;Cisternois;33,58;461 (2017);14;CC Chavanon Combrailles et Volcans;
Combrailles;63115;Combraillés;20,61;218 (2017);11;CC Chavanon Combrailles et Volcans;
Condat-en-Combraille;63118;;45,74;422 (2017);9,2;CC Chavanon Combrailles et Volcans;
Fernoël;63159;Fernöelois;14,43;131 (2017);9,1;CC Chavanon Combrailles et Volcans;
Giat;63165;Giatois;47,95;816 (2017);17;CC Chavanon Combrailles et Volcans;
La Goutelle;63170;Goutellois;24,25;626 (2017);26;CC Chavanon Combrailles et Volcans;
Herment;63175;Hermentois;9,57;245 (2017);26;CC Chavanon Combrailles et Volcans;
Landogne;63186;Landogniens;17,37;238 (2017);14;CC Chavanon Combrailles et Volcans;
Lastic;63191;;17,31;109 (2017);6,3;CC Chavanon Combrailles et Volcans;
Messeix;63225;Messeiroux;39,32;1 045 (2017);27;CC Chavanon Combrailles et Volcans;
Miremont;63228;;36,79;298 (2017);8,1;CC Chavanon Combrailles et Volcans;
Montel-de-Gelat;63237;Montelois;25,02;438 (2017);18;CC Chavanon Combrailles et Volcans;
Montfermy;63238;Fourminères;14,25;228 (2017);16;CC Chavanon Combrailles et Volcans;
Pontgibaud;63285;Gibaldipontins;4,59;756 (2017);165;CC Chavanon Combrailles et Volcans;
Prondines;63289;Prondinois;30,91;260 (2017);8,4;CC Chavanon Combrailles et Volcans;
Puy-Saint-Gulmier;63292;;20,19;159 (2017);7,9;CC Chavanon Combrailles et Volcans;
Saint-Avit;63320;;19,47;234 (2017);12;CC Chavanon Combrailles et Volcans;
Saint-Étienne-des-Champs;63339;;23,74;142 (2017);6;CC Chavanon Combrailles et Volcans;
Saint-Germain-près-Herment;63351;Saint-Germinois;16,82;84 (2017);5;CC Chavanon Combrailles et Volcans;
Saint-Hilaire-les-Monges;63359;;10,7;91 (2017);8,5;CC Chavanon Combrailles et Volcans;
Saint-Jacques-d'Ambur;63363;Saint-Jacquaires;20,4;276 (2017);14;CC Chavanon Combrailles et Volcans;
Saint-Pierre-le-Chastel;63385;Castelpétrussiens;17,45;434 (2017);25;CC Chavanon Combrailles et Volcans;
Saint-Sulpice;63399;;18,22;87 (2017);4,8;CC Chavanon Combrailles et Volcans;
Sauvagnat;63410;Sauvagnatois;24,13;129 (2017);5,3;CC Chavanon Combrailles et Volcans;
Savennes;63416;;16,81;94 (2017);5,6;CC Chavanon Combrailles et Volcans;
Tortebesse;63433;Sampauds;11,64;69 (2017);5,9;CC Chavanon Combrailles et Volcans;
Tralaigues;63436;Tralaiguois;5,11;78 (2017);15;CC Chavanon Combrailles et Volcans;
Verneugheol;63450;Verneugheolois;34,14;241 (2017);7,1;CC Chavanon Combrailles et Volcans;
Villossanges;63460;Villossangeois;32,8;349 (2017);11;CC Chavanon Combrailles et Volcans;
Voingt;63467;;6,48;33 (2017);5,1;CC Chavanon Combrailles et Volcans;
Rochefort-Montagne;63305;Rochefortois;17,45;859 (2017);49;CC Dômes Sancy Artense;
Aurières;63020;Aurièrois;11,09;331 (2017);30;CC Dômes Sancy Artense;
Avèze;63024;;22,07;178 (2017);8,1;CC Dômes Sancy Artense;
Bagnols;63028;Bagnolais;42,46;440 (2017);10;CC Dômes Sancy Artense;
Ceyssat;63071;Ceyssatois;30,17;693 (2017);23;CC Dômes Sancy Artense;
Cros;63129;;19,62;175 (2017);8,9;CC Dômes Sancy Artense;
Gelles;63163;Gellois;47,53;977 (2017);21;CC Dômes Sancy Artense;
Heume-l'Église;63176;;14,96;105 (2017);7;CC Dômes Sancy Artense;
Labessette;63183;Bessardoux;10,45;62 (2017);5,9;CC Dômes Sancy Artense;
Laqueuille;63189;Laqueuillois;22,07;369 (2017);17;CC Dômes Sancy Artense;
Larodde;63190;;23,04;265 (2017);12;CC Dômes Sancy Artense;
Mazaye;63219;Mazayais;21,73;723 (2017);33;CC Dômes Sancy Artense;
Nébouzat;63248;Nébouzatois;21,62;836 (2017);39;CC Dômes Sancy Artense;
Olby;63257;Olbygeois;17,38;795 (2017);46;CC Dômes Sancy Artense;
Orcival;63264;Orvicalois;27,82;243 (2017);8,7;CC Dômes Sancy Artense;
Perpezat;63274;Perpezatois;36,19;432 (2017);12;CC Dômes Sancy Artense;
Saint-Bonnet-près-Orcival;63326;Saint-Bonnetois;14,99;487 (2017);32;CC Dômes Sancy Artense;
Saint-Donat;63336;Donatois;33,27;206 (2017);6,2;CC Dômes Sancy Artense;
Saint-Julien-Puy-Lavèze;63370;;29,09;359 (2017);12;CC Dômes Sancy Artense;
Saint-Pierre-Roche;63386;;17,02;463 (2017);27;CC Dômes Sancy Artense;
Saint-Sauves-d'Auvergne;63397;Saint-Sauviens;49,86;1 133 (2017);23;CC Dômes Sancy Artense;
Saulzet-le-Froid;63407;Saulzetois;28,21;272 (2017);9,6;CC Dômes Sancy Artense;
Singles;63421;Singlois;20,43;167 (2017);8,2;CC Dômes Sancy Artense;
Tauves;63426;Tauvois;33,95;780 (2017);23;CC Dômes Sancy Artense;
La Tour-d'Auvergne;63192;Tourais;48,29;640 (2017);13;CC Dômes Sancy Artense;
Trémouille-Saint-Loup;63437;;12,23;147 (2017);12;CC Dômes Sancy Artense;
Vernines;63451;Verninois;17,72;420 (2017);24;CC Dômes Sancy Artense;
Mont-Dore;63236;Montdoriens;35,87;1 278 (2017);36;CC du Massif du Sancy;
Besse-et-Saint-Anastaise;63038;Bessards;72,38;1 504 (2017);21;CC du Massif du Sancy;
La Bourboule;63047;Bourbouliens;12,74;1 789 (2017);140;CC du Massif du Sancy;
Chambon-sur-Lac;63077;;46,93;417 (2017);8,9;CC du Massif du Sancy;
Chastreix;63098;Toupis;45,12;226 (2017);5;CC du Massif du Sancy;
Compains;63117;Compainteyres;50,16;126 (2017);2,5;CC du Massif du Sancy;
Égliseneuve-d'Entraigues;63144;Égliseneuvois;56,43;352 (2017);6,2;CC du Massif du Sancy;
Espinchal;63153;Espinchalous;8,85;104 (2017);12;CC du Massif du Sancy;
La Godivelle;63169;;15,44;14 (2017);0,91;CC du Massif du Sancy;
Montgreleix;15132;;17,63;44 (2017);2,5;CC du Massif du Sancy;
Murat-le-Quaire;63246;Muratois;11,64;472 (2017);41;CC du Massif du Sancy;
Murol;63247;Murolais;15,05;588 (2017);39;CC du Massif du Sancy;
Picherande;63279;Picherandais;44,26;347 (2017);7,8;CC du Massif du Sancy;
Saint-Diéry;63335;Sandésidériens;24,11;498 (2017);21;CC du Massif du Sancy;
Saint-Genès-Champespe;63346;Champespois;32,33;219 (2017);6,8;CC du Massif du Sancy;
Saint-Nectaire;63380;Saint-Nectairiens;33,26;741 (2017);22;CC du Massif du Sancy;
Saint-Pierre-Colamine;63383;Colaminois;17,2;249 (2017);14;CC du Massif du Sancy;
Saint-Victor-la-Rivière;63401;;18,89;247 (2017);13;CC du Massif du Sancy;
Valbeleix;63440;;22,41;127 (2017);5,7;CC du Massif du Sancy;
Le Vernet-Sainte-Marguerite;63449;Vernetois;25,03;298 (2017);12;CC du Massif du Sancy;
